age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
31,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,black,male,0,0,40,united-states,<=50K
34,private,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,0,48,united-states,<=50K
34,private,hs-grad,9,divorced,farming-fishing,not-in-family,white,male,0,0,40,united-states,<=50K
37,private,bachelors,13,divorced,other-service,not-in-family,white,male,0,0,40,united-states,<=50K
35,private,assoc-voc,11,married-civ-spouse,adm-clerical,husband,black,male,0,0,40,united-states,<=50K
28,private,some-college,10,divorced,other-service,not-in-family,white,female,0,0,30,united-states,<=50K
62,private,hs-grad,9,divorced,machine-op-inspct,not-in-family,white,female,2174,0,40,united-states,<=50K
40,federal-gov,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,united-states,<=50K
34,private,bachelors,13,never-married,machine-op-inspct,not-in-family,white,female,0,0,39,united-states,<=50K
32,private,masters,14,never-married,prof-specialty,not-in-family,white,female,0,1590,40,united-states,<=50K
70,private,some-college,10,widowed,sales,not-in-family,white,female,0,0,34,united-states,<=50K
23,private,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,50,united-states,<=50K
30,private,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,48,united-states,<=50K
57,private,hs-grad,9,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,0,0,40,united-states,<=50K
34,self-emp-not-inc,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,35,united-states,>50K
24,private,10th,6,married-civ-spouse,other-service,husband,white,male,0,0,40,mexico,<=50K
41,local-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,35,united-states,>50K
38,self-emp-not-inc,7th-8th,4,married-civ-spouse,sales,husband,white,male,0,0,40,mexico,<=50K
48,private,assoc-acdm,12,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50K
43,private,bachelors,13,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,40,united-states,<=50K
18,private,some-college,10,never-married,other-service,not-in-family,white,female,0,0,40,united-states,<=50K
35,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50K
42,private,hs-grad,9,divorced,machine-op-inspct,unmarried,white,male,0,0,48,united-states,<=50K
30,private,some-college,10,divorced,other-service,unmarried,white,female,0,0,35,united-states,<=50K
42,private,bachelors,13,married-civ-spouse,tech-support,husband,white,male,0,0,45,united-states,>50K
48,private,some-college,10,divorced,handlers-cleaners,other-relative,black,male,0,0,40,united-states,<=50K
70,private,hs-grad,9,divorced,other-service,not-in-family,white,female,0,0,28,united-states,<=50K
37,private,9th,5,divorced,craft-repair,own-child,white,male,0,0,35,united-states,<=50K
51,private,assoc-voc,11,separated,prof-specialty,unmarried,white,female,0,0,40,united-states,<=50K
35,private,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,mexico,<=50K
59,self-emp-not-inc,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,99999,0,43,united-states,>50K
26,private,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,20,united-states,<=50K
26,private,5th-6th,3,separated,craft-repair,not-in-family,other,male,0,0,35,mexico,<=50K
19,private,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,35,united-states,<=50K
34,private,hs-grad,9,divorced,machine-op-inspct,unmarried,white,female,0,0,40,united-states,<=50K
56,private,bachelors,13,never-married,exec-managerial,not-in-family,white,female,8614,0,55,united-states,>50K
25,private,bachelors,13,never-married,adm-clerical,own-child,asian-pac-islander,female,0,0,40,united-states,<=50K
46,self-emp-not-inc,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,2415,80,united-states,>50K
22,private,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,20,united-states,<=50K
72,self-emp-not-inc,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50K
28,private,hs-grad,9,married-civ-spouse,exec-managerial,wife,white,female,0,0,45,united-states,>50K
76,private,9th,5,widowed,prof-specialty,not-in-family,white,male,0,0,25,united-states,<=50K
37,private,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50K
42,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50K
44,private,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,44,united-states,<=50K
33,private,some-college,10,married-civ-spouse,prof-specialty,wife,white,female,7298,0,21,united-states,>50K
53,state-gov,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50K
28,private,some-college,10,never-married,exec-managerial,not-in-family,white,male,0,0,50,united-states,<=50K
69,private,bachelors,13,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,20,united-states,<=50K
20,private,some-college,10,never-married,other-service,own-child,white,male,0,0,27,united-states,<=50K
33,private,some-college,10,never-married,sales,not-in-family,white,male,0,0,50,united-states,<=50K
47,private,hs-grad,9,married-civ-spouse,other-service,husband,black,male,0,0,60,united-states,>50K
50,local-gov,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,1977,35,united-states,>50K
22,private,some-college,10,never-married,prof-specialty,not-in-family,white,male,0,0,45,united-states,<=50K
42,local-gov,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,50,united-states,<=50K
23,private,hs-grad,9,never-married,tech-support,other-relative,asian-pac-islander,male,0,0,40,vietnam,<=50K
24,private,hs-grad,9,separated,prof-specialty,not-in-family,black,male,0,0,50,germany,<=50K
32,private,some-college,10,divorced,exec-managerial,not-in-family,white,female,0,0,45,united-states,<=50K
41,private,bachelors,13,widowed,sales,unmarried,black,male,0,0,50,united-states,<=50K
25,private,some-college,10,never-married,machine-op-inspct,own-child,black,male,0,0,40,united-states,<=50K
34,state-gov,doctorate,16,married-civ-spouse,tech-support,husband,asian-pac-islander,male,0,0,20,china,<=50K
23,private,assoc-voc,11,never-married,transport-moving,own-child,asian-pac-islander,male,0,0,40,south,<=50K
30,local-gov,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
55,local-gov,masters,14,widowed,prof-specialty,unmarried,white,female,0,0,45,united-states,<=50K
26,private,masters,14,never-married,prof-specialty,not-in-family,white,female,0,1669,40,united-states,<=50K
42,private,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,dominican-republic,<=50K
39,private,masters,14,never-married,prof-specialty,not-in-family,white,male,0,0,60,united-states,<=50K
52,private,hs-grad,9,married-civ-spouse,transport-moving,husband,amer-indian-eskimo,male,0,0,40,united-states,>50K
42,private,some-college,10,separated,exec-managerial,not-in-family,white,male,0,0,60,canada,<=50K
25,private,bachelors,13,never-married,sales,not-in-family,white,male,3325,0,48,united-states,<=50K
27,private,bachelors,13,never-married,sales,own-child,white,male,0,0,35,united-states,<=50K
30,self-emp-not-inc,7th-8th,4,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50K
23,state-gov,bachelors,13,never-married,prof-specialty,not-in-family,white,male,10520,0,40,united-states,>50K
47,self-emp-not-inc,bachelors,13,married-civ-spouse,sales,husband,white,male,0,1887,40,united-states,>50K
58,private,bachelors,13,divorced,prof-specialty,not-in-family,white,male,0,0,25,united-states,<=50K
52,private,some-college,10,divorced,adm-clerical,unmarried,white,female,0,0,35,united-states,<=50K
24,private,hs-grad,9,never-married,sales,not-in-family,white,female,0,0,48,united-states,<=50K
58,self-emp-inc,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,55,united-states,>50K
35,private,hs-grad,9,never-married,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50K
31,private,assoc-voc,11,never-married,farming-fishing,own-child,white,male,0,0,40,united-states,<=50K
46,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,3103,0,60,united-states,>50K
43,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,5178,0,40,united-states,>50K
21,private,hs-grad,9,never-married,other-service,other-relative,white,female,0,0,35,united-states,<=50K
52,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,1740,60,united-states,<=50K
22,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,female,0,0,48,united-states,<=50K
39,private,some-college,10,married-civ-spouse,adm-clerical,husband,asian-pac-islander,male,0,0,25,mexico,<=50K
34,state-gov,hs-grad,9,married-civ-spouse,transport-moving,husband,black,male,0,0,40,united-states,<=50K
26,private,bachelors,13,never-married,adm-clerical,own-child,white,male,0,0,25,united-states,<=50K
29,private,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,amer-indian-eskimo,male,0,0,40,united-states,<=50K
67,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50K
28,private,assoc-acdm,12,married-civ-spouse,adm-clerical,wife,black,female,0,0,35,haiti,<=50K
62,local-gov,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50K
54,private,5th-6th,3,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,>50K
36,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,65,united-states,<=50K
18,private,12th,8,never-married,handlers-cleaners,own-child,white,male,0,0,18,united-states,<=50K
25,private,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
48,private,some-college,10,never-married,craft-repair,not-in-family,black,female,0,0,40,united-states,<=50K
56,private,10th,6,married-civ-spouse,craft-repair,husband,white,male,0,0,70,united-states,<=50K
30,private,prof-school,15,never-married,tech-support,own-child,white,female,0,0,24,united-states,<=50K
41,local-gov,hs-grad,9,divorced,exec-managerial,unmarried,white,female,0,0,40,united-states,<=50K
59,private,hs-grad,9,divorced,tech-support,unmarried,white,male,0,0,60,united-states,>50K
30,private,hs-grad,9,divorced,sales,unmarried,white,female,0,0,54,united-states,<=50K
19,private,hs-grad,9,never-married,prof-specialty,other-relative,white,female,0,0,30,united-states,<=50K
30,private,bachelors,13,never-married,other-service,not-in-family,asian-pac-islander,male,0,0,15,china,<=50K
47,private,assoc-voc,11,divorced,sales,unmarried,black,female,0,0,25,united-states,<=50K
39,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50K
31,private,hs-grad,9,married-civ-spouse,adm-clerical,husband,asian-pac-islander,male,0,0,40,united-states,<=50K
44,private,assoc-acdm,12,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50K
37,private,hs-grad,9,never-married,other-service,not-in-family,white,female,0,0,40,united-states,<=50K
28,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,63,united-states,<=50K
26,private,hs-grad,9,divorced,machine-op-inspct,not-in-family,white,female,0,0,40,united-states,<=50K
44,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50K
40,private,some-college,10,married-civ-spouse,sales,husband,white,male,4386,0,50,united-states,<=50K
53,state-gov,hs-grad,9,married-civ-spouse,other-service,wife,amer-indian-eskimo,female,0,0,28,united-states,>50K
31,private,some-college,10,married-civ-spouse,exec-managerial,own-child,white,male,0,0,50,united-states,<=50K
43,self-emp-inc,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,45,united-states,<=50K
30,private,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,35,united-states,<=50K
19,state-gov,hs-grad,9,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50K
25,private,masters,14,never-married,prof-specialty,own-child,white,female,0,0,60,united-states,<=50K
36,private,11th,7,married-civ-spouse,craft-repair,husband,white,male,0,0,60,united-states,<=50K
22,private,some-college,10,never-married,other-service,unmarried,white,female,0,0,50,united-states,<=50K
42,federal-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50K
33,state-gov,some-college,10,never-married,tech-support,not-in-family,white,female,0,0,40,united-states,<=50K
38,private,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50K
21,private,some-college,10,married-civ-spouse,prof-specialty,wife,white,female,3781,0,40,united-states,<=50K
33,state-gov,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50K
52,self-emp-not-inc,hs-grad,9,divorced,craft-repair,not-in-family,black,male,0,0,40,united-states,<=50K
30,private,some-college,10,never-married,sales,own-child,white,male,0,0,30,united-states,<=50K
18,state-gov,some-college,10,never-married,adm-clerical,own-child,white,male,0,0,10,united-states,<=50K
24,state-gov,some-college,10,married-civ-spouse,other-service,husband,asian-pac-islander,male,0,0,24,united-states,<=50K
17,private,10th,6,never-married,other-service,other-relative,white,male,0,0,40,mexico,<=50K
48,private,some-college,10,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50K
66,private,7th-8th,4,married-civ-spouse,prof-specialty,husband,white,male,0,0,32,united-states,<=50K
46,local-gov,some-college,10,divorced,tech-support,not-in-family,white,female,0,0,40,united-states,<=50K
55,private,hs-grad,9,divorced,exec-managerial,not-in-family,white,male,0,0,60,united-states,>50K
28,private,bachelors,13,never-married,sales,not-in-family,white,female,0,0,40,united-states,<=50K
44,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,24,united-states,<=50K
42,private,some-college,10,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50K
39,private,assoc-voc,11,divorced,exec-managerial,unmarried,black,female,0,0,40,united-states,<=50K
23,private,10th,6,never-married,handlers-cleaners,unmarried,white,male,0,0,50,united-states,<=50K
29,private,some-college,10,divorced,craft-repair,unmarried,white,male,0,0,35,united-states,>50K
54,self-emp-not-inc,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,65,united-states,<=50K
34,private,assoc-voc,11,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50K
59,private,11th,7,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,<=50K
40,private,7th-8th,4,divorced,farming-fishing,unmarried,white,female,0,0,40,united-states,<=50K
37,private,hs-grad,9,separated,craft-repair,own-child,white,male,0,0,40,united-states,<=50K
55,self-emp-not-inc,masters,14,married-civ-spouse,prof-specialty,husband,white,male,7298,0,40,united-states,>50K
49,local-gov,some-college,10,married-civ-spouse,protective-serv,husband,white,male,0,0,44,united-states,>50K
67,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,united-states,<=50K
49,self-emp-not-inc,assoc-acdm,12,divorced,exec-managerial,not-in-family,white,male,0,0,25,united-states,<=50K
30,federal-gov,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,>50K
56,federal-gov,some-college,10,divorced,adm-clerical,not-in-family,black,female,0,0,40,united-states,<=50K
29,private,some-college,10,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50K
25,private,some-college,10,never-married,sales,own-child,white,male,0,0,42,united-states,<=50K
28,private,assoc-voc,11,married-civ-spouse,tech-support,husband,white,male,0,0,70,united-states,>50K
39,self-emp-not-inc,hs-grad,9,married-civ-spouse,farming-fishing,wife,white,female,0,0,50,united-states,<=50K
37,self-emp-not-inc,bachelors,13,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,>50K
39,private,masters,14,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,>50K
32,federal-gov,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,0,0,35,united-states,>50K
57,federal-gov,some-college,10,divorced,adm-clerical,own-child,white,male,0,0,40,united-states,<=50K
36,private,9th,5,married-civ-spouse,sales,own-child,white,male,0,0,50,united-states,>50K
21,private,some-college,10,never-married,craft-repair,not-in-family,white,male,0,0,55,united-states,<=50K
43,local-gov,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
30,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,65,united-states,>50K
57,private,masters,14,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,>50K
42,private,assoc-voc,11,separated,prof-specialty,unmarried,white,female,0,0,40,united-states,<=50K
29,private,assoc-voc,11,divorced,other-service,unmarried,white,female,0,0,45,columbia,<=50K
44,local-gov,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,52,united-states,>50K
28,private,assoc-acdm,12,divorced,exec-managerial,not-in-family,white,female,0,0,43,united-states,<=50K
26,private,bachelors,13,never-married,other-service,own-child,white,male,0,0,40,united-states,<=50K
29,private,some-college,10,divorced,prof-specialty,own-child,white,female,0,0,36,united-states,<=50K
42,private,bachelors,13,divorced,adm-clerical,unmarried,white,male,0,0,30,united-states,<=50K
30,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,50,united-states,<=50K
21,state-gov,some-college,10,never-married,other-service,own-child,white,female,0,0,10,united-states,<=50K
59,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,30,united-states,>50K
56,private,hs-grad,9,divorced,transport-moving,not-in-family,white,male,0,0,40,united-states,<=50K
39,private,preschool,1,never-married,other-service,not-in-family,white,female,0,0,12,united-states,<=50K
21,private,some-college,10,never-married,adm-clerical,own-child,black,male,0,0,50,united-states,<=50K
48,private,bachelors,13,married-spouse-absent,prof-specialty,not-in-family,white,male,0,0,37,united-states,>50K
35,state-gov,hs-grad,9,married-civ-spouse,protective-serv,husband,black,male,0,0,40,united-states,<=50K
43,private,bachelors,13,separated,exec-managerial,unmarried,white,male,0,0,60,united-states,>50K
23,private,assoc-voc,11,never-married,other-service,own-child,white,female,0,0,15,united-states,<=50K
17,private,10th,6,never-married,prof-specialty,other-relative,white,male,0,0,12,united-states,<=50K
41,private,bachelors,13,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,0,0,40,japan,>50K
35,self-emp-inc,masters,14,married-civ-spouse,adm-clerical,husband,white,male,0,0,50,united-states,<=50K
22,private,some-college,10,never-married,sales,own-child,white,male,0,0,35,united-states,<=50K
42,private,some-college,10,never-married,machine-op-inspct,not-in-family,white,female,0,0,40,united-states,<=50K
36,private,hs-grad,9,separated,adm-clerical,unmarried,black,female,0,0,40,united-states,<=50K
44,local-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,<=50K
27,private,bachelors,13,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,cuba,>50K
59,private,9th,5,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50K
34,local-gov,some-college,10,never-married,other-service,not-in-family,white,male,0,0,48,united-states,<=50K
17,private,12th,8,never-married,sales,own-child,white,female,0,0,23,united-states,<=50K
59,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,12,united-states,<=50K
39,private,some-college,10,married-spouse-absent,adm-clerical,unmarried,amer-indian-eskimo,female,0,0,40,united-states,<=50K
46,state-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,black,male,0,0,40,united-states,>50K
31,private,hs-grad,9,married-spouse-absent,other-service,not-in-family,white,female,0,0,80,italy,<=50K
27,private,bachelors,13,never-married,sales,not-in-family,white,male,0,1504,45,united-states,<=50K
46,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,>50K
55,private,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,>50K
48,private,bachelors,13,divorced,handlers-cleaners,not-in-family,white,male,0,0,43,united-states,<=50K
53,private,hs-grad,9,married-civ-spouse,sales,wife,white,female,0,0,26,united-states,<=50K
44,self-emp-not-inc,bachelors,13,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,0,0,48,south,>50K
43,private,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,50,united-states,<=50K
50,private,hs-grad,9,separated,adm-clerical,other-relative,white,female,0,0,40,united-states,<=50K
56,private,7th-8th,4,divorced,machine-op-inspct,not-in-family,white,female,0,0,20,yugoslavia,<=50K
27,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,mexico,<=50K
20,private,hs-grad,9,never-married,adm-clerical,own-child,black,female,0,0,40,united-states,<=50K
18,local-gov,10th,6,never-married,protective-serv,own-child,white,female,0,0,6,united-states,<=50K
40,self-emp-inc,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,15,united-states,<=50K
55,private,some-college,10,divorced,protective-serv,not-in-family,white,male,0,0,40,united-states,<=50K
35,self-emp-not-inc,hs-grad,9,married-civ-spouse,craft-repair,wife,black,female,0,0,40,united-states,>50K
26,private,hs-grad,9,never-married,machine-op-inspct,own-child,white,male,0,0,40,united-states,<=50K
54,state-gov,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,puerto-rico,>50K
33,private,10th,6,separated,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,<=50K
19,without-pay,hs-grad,9,never-married,farming-fishing,own-child,white,male,0,0,10,united-states,<=50K
45,private,some-college,10,divorced,craft-repair,unmarried,white,male,0,0,99,united-states,<=50K
53,self-emp-not-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,black,male,3103,0,72,united-states,<=50K
46,private,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,1590,43,united-states,<=50K
90,private,bachelors,13,never-married,prof-specialty,not-in-family,asian-pac-islander,male,0,0,40,united-states,<=50K
33,private,hs-grad,9,never-married,sales,own-child,black,female,0,0,40,united-states,<=50K
45,private,some-college,10,divorced,protective-serv,not-in-family,white,male,0,0,70,united-states,<=50K
47,private,hs-grad,9,married-civ-spouse,sales,husband,black,male,0,0,40,united-states,>50K
38,local-gov,masters,14,never-married,prof-specialty,not-in-family,white,male,0,0,43,united-states,<=50K
35,private,prof-school,15,never-married,prof-specialty,not-in-family,asian-pac-islander,male,4787,0,45,japan,>50K
37,private,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,30,united-states,<=50K
53,state-gov,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,70,united-states,>50K
44,private,hs-grad,9,married-civ-spouse,craft-repair,husband,black,male,0,0,40,united-states,<=50K
50,private,some-college,10,divorced,tech-support,not-in-family,white,female,0,0,36,united-states,<=50K
26,private,bachelors,13,never-married,adm-clerical,not-in-family,black,male,0,0,20,united-states,<=50K
36,private,some-college,10,never-married,tech-support,not-in-family,white,female,0,0,40,united-states,<=50K
37,private,11th,7,divorced,handlers-cleaners,not-in-family,white,female,0,0,40,united-states,<=50K
38,self-emp-not-inc,assoc-acdm,12,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,<=50K
62,private,hs-grad,9,divorced,other-service,not-in-family,white,female,0,0,84,united-states,<=50K
41,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,male,2174,0,41,united-states,<=50K
37,private,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,15,united-states,<=50K
27,private,some-college,10,never-married,adm-clerical,not-in-family,white,female,0,0,45,united-states,<=50K
38,private,assoc-acdm,12,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50K
35,private,12th,8,never-married,sales,not-in-family,black,female,0,0,40,united-states,<=50K
34,private,bachelors,13,never-married,exec-managerial,own-child,amer-indian-eskimo,female,0,0,40,united-states,<=50K
28,private,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,7298,0,32,united-states,>50K
67,local-gov,bachelors,13,divorced,adm-clerical,unmarried,black,female,6360,0,35,united-states,<=50K
34,self-emp-not-inc,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,30,united-states,<=50K
23,private,hs-grad,9,never-married,adm-clerical,own-child,white,male,0,0,30,united-states,<=50K
50,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,45,united-states,>50K
45,local-gov,masters,14,married-civ-spouse,exec-managerial,husband,white,male,7688,0,50,united-states,>50K
59,private,hs-grad,9,married-civ-spouse,prof-specialty,wife,white,female,0,0,40,united-states,>50K
50,private,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,>50K
63,private,hs-grad,9,widowed,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50K
31,local-gov,masters,14,never-married,prof-specialty,not-in-family,white,male,0,0,43,united-states,<=50K
45,private,hs-grad,9,divorced,transport-moving,not-in-family,white,male,0,0,40,united-states,<=50K
20,private,12th,8,never-married,farming-fishing,own-child,white,male,0,0,40,united-states,<=50K
31,private,some-college,10,never-married,sales,other-relative,white,female,0,0,40,united-states,<=50K
42,private,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,france,<=50K
47,private,hs-grad,9,never-married,farming-fishing,unmarried,white,female,0,0,46,united-states,<=50K
69,private,hs-grad,9,divorced,other-service,not-in-family,white,female,0,0,32,united-states,<=50K
42,private,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,0,0,55,united-states,<=50K
19,private,hs-grad,9,never-married,handlers-cleaners,other-relative,other,female,0,0,60,guatemala,<=50K
56,self-emp-not-inc,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,50,united-states,<=50K
33,private,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,0,1902,50,united-states,>50K
61,federal-gov,masters,14,widowed,prof-specialty,unmarried,white,female,0,0,40,united-states,<=50K
38,private,hs-grad,9,divorced,other-service,not-in-family,white,female,0,0,35,united-states,<=50K
50,self-emp-not-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,99999,0,50,united-states,>50K
39,private,some-college,10,divorced,exec-managerial,not-in-family,white,male,0,0,50,united-states,>50K
35,self-emp-not-inc,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,50,united-states,<=50K
27,private,some-college,10,divorced,adm-clerical,unmarried,white,female,0,0,44,united-states,<=50K
40,self-emp-inc,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,united-states,>50K
59,state-gov,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
20,private,some-college,10,never-married,prof-specialty,not-in-family,white,female,0,0,15,united-states,<=50K
42,federal-gov,hs-grad,9,married-civ-spouse,tech-support,husband,white,male,0,0,30,united-states,>50K
59,private,some-college,10,separated,adm-clerical,unmarried,white,male,0,0,40,united-states,<=50K
54,self-emp-inc,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,>50K
38,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,1902,50,united-states,>50K
53,private,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,30,united-states,<=50K
20,private,some-college,10,never-married,exec-managerial,own-child,white,female,0,0,30,united-states,<=50K
54,federal-gov,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50K
41,self-emp-not-inc,masters,14,never-married,exec-managerial,not-in-family,asian-pac-islander,male,0,0,45,united-states,>50K
33,local-gov,hs-grad,9,divorced,tech-support,not-in-family,white,female,0,0,55,united-states,<=50K
35,private,hs-grad,9,widowed,exec-managerial,unmarried,white,female,0,0,30,united-states,<=50K
22,private,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,50,portugal,<=50K
45,self-emp-not-inc,bachelors,13,married-civ-spouse,farming-fishing,husband,white,male,0,1485,70,united-states,>50K
29,private,masters,14,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50K
56,self-emp-not-inc,masters,14,divorced,sales,unmarried,white,female,0,2339,60,united-states,<=50K
23,private,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,25,united-states,<=50K
30,private,hs-grad,9,never-married,other-service,not-in-family,white,female,0,0,35,united-states,<=50K
17,private,11th,7,never-married,priv-house-serv,own-child,white,female,0,0,25,united-states,<=50K
35,local-gov,some-college,10,separated,adm-clerical,unmarried,amer-indian-eskimo,female,0,0,40,united-states,<=50K
42,state-gov,assoc-voc,11,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,>50K
